file	publication	publication_name	author	genre	tagline	url	year	words	why_known_human
wessiler__2021__05.txt	wessiler	Wes Siler’s Newsletter	Wes Siler		Your guide to leading a more exciting life outdoors.	https://wessiler.substack.com/p/everything-you-need-to-know-about	2021	854	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
wessiler__2021__06.txt	wessiler	Wes Siler’s Newsletter	Wes Siler		Your guide to leading a more exciting life outdoors.	https://wessiler.substack.com/p/my-essential-sitka-product-recommendations	2021	570	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
wessiler__2021__07.txt	wessiler	Wes Siler’s Newsletter	Wes Siler		Your guide to leading a more exciting life outdoors.	https://wessiler.substack.com/p/subaru-has-a-disinformation-problem	2021	3709	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
wessiler__2021__08.txt	wessiler	Wes Siler’s Newsletter	Wes Siler		Your guide to leading a more exciting life outdoors.	https://wessiler.substack.com/p/my-truck-recommendations-for-every	2021	2436	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lizadonnelly__2021__01.txt	lizadonnelly	Seeing Things	Liza Donnelly		New and unpublished drawings and thoughts for people who want to see more of life, from a New Yorker cartoonist. Drawings, cartoons, words, live drawing, proces	https://lizadonnelly.substack.com/p/looking-bigger	2021	593	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lizadonnelly__2021__02.txt	lizadonnelly	Seeing Things	Liza Donnelly		New and unpublished drawings and thoughts for people who want to see more of life, from a New Yorker cartoonist. Drawings, cartoons, words, live drawing, proces	https://lizadonnelly.substack.com/p/the-week	2021	428	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lizadonnelly__2021__03.txt	lizadonnelly	Seeing Things	Liza Donnelly		New and unpublished drawings and thoughts for people who want to see more of life, from a New Yorker cartoonist. Drawings, cartoons, words, live drawing, proces	https://lizadonnelly.substack.com/p/are-firsts-important	2021	560	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lizadonnelly__2021__04.txt	lizadonnelly	Seeing Things	Liza Donnelly		New and unpublished drawings and thoughts for people who want to see more of life, from a New Yorker cartoonist. Drawings, cartoons, words, live drawing, proces	https://lizadonnelly.substack.com/p/thoughts-on-the-holiday-of-christmas	2021	435	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lizadonnelly__2021__05.txt	lizadonnelly	Seeing Things	Liza Donnelly		New and unpublished drawings and thoughts for people who want to see more of life, from a New Yorker cartoonist. Drawings, cartoons, words, live drawing, proces	https://lizadonnelly.substack.com/p/the-importance-of-play	2021	337	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lizadonnelly__2021__06.txt	lizadonnelly	Seeing Things	Liza Donnelly		New and unpublished drawings and thoughts for people who want to see more of life, from a New Yorker cartoonist. Drawings, cartoons, words, live drawing, proces	https://lizadonnelly.substack.com/p/drawing-the-series-finale-of-succession	2021	342	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lizadonnelly__2021__07.txt	lizadonnelly	Seeing Things	Liza Donnelly		New and unpublished drawings and thoughts for people who want to see more of life, from a New Yorker cartoonist. Drawings, cartoons, words, live drawing, proces	https://lizadonnelly.substack.com/p/drawing-in-nyc	2021	365	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lizadonnelly__2021__08.txt	lizadonnelly	Seeing Things	Liza Donnelly		New and unpublished drawings and thoughts for people who want to see more of life, from a New Yorker cartoonist. Drawings, cartoons, words, live drawing, proces	https://lizadonnelly.substack.com/p/why-seeing-things	2021	407	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertreich__2021__01.txt	robertreich	Robert Reich	Robert Reich		Daily newsletter exposing where power lies — and how it's used and abused	https://robertreich.substack.com/p/how-to-overcome-the-tyranny-of-stuff	2021	925	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertreich__2021__02.txt	robertreich	Robert Reich	Robert Reich		Daily newsletter exposing where power lies — and how it's used and abused	https://robertreich.substack.com/p/mainstream-media	2021	661	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertreich__2021__03.txt	robertreich	Robert Reich	Robert Reich		Daily newsletter exposing where power lies — and how it's used and abused	https://robertreich.substack.com/p/starbucks	2021	918	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertreich__2021__04.txt	robertreich	Robert Reich	Robert Reich		Daily newsletter exposing where power lies — and how it's used and abused	https://robertreich.substack.com/p/week-ahead-test-system	2021	880	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertreich__2021__05.txt	robertreich	Robert Reich	Robert Reich		Daily newsletter exposing where power lies — and how it's used and abused	https://robertreich.substack.com/p/resilience	2021	638	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertreich__2021__06.txt	robertreich	Robert Reich	Robert Reich		Daily newsletter exposing where power lies — and how it's used and abused	https://robertreich.substack.com/p/week-ahead-crunch-time	2021	495	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkrugman__2021__01.txt	paulkrugman	Paul Krugman	Paul Krugman		Notes on economics and more	https://paulkrugman.substack.com/p/how-not-to-pay-for-building-back	2021	1317	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkrugman__2021__02.txt	paulkrugman	Paul Krugman	Paul Krugman		Notes on economics and more	https://paulkrugman.substack.com/p/the-macro-equivalent-of-war	2021	1112	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkrugman__2021__03.txt	paulkrugman	Paul Krugman	Paul Krugman		Notes on economics and more	https://paulkrugman.substack.com/p/cooling-it-on-overheating	2021	1438	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkrugman__2021__04.txt	paulkrugman	Paul Krugman	Paul Krugman		Notes on economics and more	https://paulkrugman.substack.com/p/nonstimulus-arithmetic	2021	1736	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
paulkrugman__2021__05.txt	paulkrugman	Paul Krugman	Paul Krugman		Notes on economics and more	https://paulkrugman.substack.com/p/stagflation-revisited	2021	1734	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
susanrogan__2020__01.txt	susanrogan	Rogan's List	Joe Katz		ways we can help save our democracy	https://susanrogan.substack.com/p/11520-with-this-edition-rogans-list-ends	2020	407	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
susanrogan__2020__02.txt	susanrogan	Rogan's List	Joe Katz		ways we can help save our democracy	https://susanrogan.substack.com/p/102020-donot-get-lost-in-sea-of-despair	2020	2557	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
susanrogan__2020__03.txt	susanrogan	Rogan's List	Joe Katz		ways we can help save our democracy	https://susanrogan.substack.com/p/in-midst-of-chaos-there-is	2020	2602	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
susanrogan__2020__04.txt	susanrogan	Rogan's List	Joe Katz		ways we can help save our democracy	https://susanrogan.substack.com/p/92120-national-issues-our-blogger	2020	1317	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
susanrogan__2020__05.txt	susanrogan	Rogan's List	Joe Katz		ways we can help save our democracy	https://susanrogan.substack.com/p/9820-nationalissues-contact-all-federal	2020	2104	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
susanrogan__2020__06.txt	susanrogan	Rogan's List	Joe Katz		ways we can help save our democracy	https://susanrogan.substack.com/p/82720-nationalissues-contact-all	2020	2431	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
susanrogan__2020__07.txt	susanrogan	Rogan's List	Joe Katz		ways we can help save our democracy	https://susanrogan.substack.com/p/71420-nationalissues-contact-all	2020	2029	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
susanrogan__2020__08.txt	susanrogan	Rogan's List	Joe Katz		ways we can help save our democracy	https://susanrogan.substack.com/p/63020-nationalissues-contact-all	2020	2690	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
theunbiasedscipod__2021__01.txt	theunbiasedscipod	Unbiased Science	Unbiased Science		Empowering everyone to understand health science through patient, evidence-based explanations that respect both skepticism and nuance.	https://theunbiasedscipod.substack.com/p/the-dose-the-worlds-remarkable-trees	2021	1031	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
theunbiasedscipod__2021__02.txt	theunbiasedscipod	Unbiased Science	Unbiased Science		Empowering everyone to understand health science through patient, evidence-based explanations that respect both skepticism and nuance.	https://theunbiasedscipod.substack.com/p/the-human-anatomy-subway	2021	1303	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
theunbiasedscipod__2021__03.txt	theunbiasedscipod	Unbiased Science	Unbiased Science		Empowering everyone to understand health science through patient, evidence-based explanations that respect both skepticism and nuance.	https://theunbiasedscipod.substack.com/p/the-weirdest-deep-sea-creature	2021	978	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
theunbiasedscipod__2021__04.txt	theunbiasedscipod	Unbiased Science	Unbiased Science		Empowering everyone to understand health science through patient, evidence-based explanations that respect both skepticism and nuance.	https://theunbiasedscipod.substack.com/p/the-plankton-evangelist	2021	935	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
theunbiasedscipod__2021__05.txt	theunbiasedscipod	Unbiased Science	Unbiased Science		Empowering everyone to understand health science through patient, evidence-based explanations that respect both skepticism and nuance.	https://theunbiasedscipod.substack.com/p/the-dose-stress-relieving-fractals	2021	1060	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
theunbiasedscipod__2021__06.txt	theunbiasedscipod	Unbiased Science	Unbiased Science		Empowering everyone to understand health science through patient, evidence-based explanations that respect both skepticism and nuance.	https://theunbiasedscipod.substack.com/p/the-dose-natures-pageant-queen	2021	937	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
theunbiasedscipod__2021__07.txt	theunbiasedscipod	Unbiased Science	Unbiased Science		Empowering everyone to understand health science through patient, evidence-based explanations that respect both skepticism and nuance.	https://theunbiasedscipod.substack.com/p/the-dose-how-to-ferment-everything	2021	991	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thosenerdygirls__2021__01.txt	thosenerdygirls	News from Those Nerdy Girls	Those Nerdy Girls		Your trusted messengers for practical and factual health information.	https://thosenerdygirls.substack.com/p/case-numbers-are-jumping-quick-what	2021	500	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thosenerdygirls__2021__02.txt	thosenerdygirls	News from Those Nerdy Girls	Those Nerdy Girls		Your trusted messengers for practical and factual health information.	https://thosenerdygirls.substack.com/p/is-it-true-that-omicron-is-less-severe	2021	1019	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thosenerdygirls__2021__03.txt	thosenerdygirls	News from Those Nerdy Girls	Those Nerdy Girls		Your trusted messengers for practical and factual health information.	https://thosenerdygirls.substack.com/p/postcards-from-the-uk-buckle-up-america	2021	975	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thosenerdygirls__2021__04.txt	thosenerdygirls	News from Those Nerdy Girls	Those Nerdy Girls		Your trusted messengers for practical and factual health information.	https://thosenerdygirls.substack.com/p/i-keep-hearing-all-these-new-terms	2021	765	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thosenerdygirls__2021__05.txt	thosenerdygirls	News from Those Nerdy Girls	Those Nerdy Girls		Your trusted messengers for practical and factual health information.	https://thosenerdygirls.substack.com/p/boosters-are-now-available-in-the	2021	1301	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thosenerdygirls__2021__06.txt	thosenerdygirls	News from Those Nerdy Girls	Those Nerdy Girls		Your trusted messengers for practical and factual health information.	https://thosenerdygirls.substack.com/p/a-nerdy-girl-and-her-family-get-covid	2021	1333	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thosenerdygirls__2021__07.txt	thosenerdygirls	News from Those Nerdy Girls	Those Nerdy Girls		Your trusted messengers for practical and factual health information.	https://thosenerdygirls.substack.com/p/pfizer-biontechs-fda-approved-vaccine	2021	608	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thosenerdygirls__2021__08.txt	thosenerdygirls	News from Those Nerdy Girls	Those Nerdy Girls		Your trusted messengers for practical and factual health information.	https://thosenerdygirls.substack.com/p/the-cdc-recommends-the-pfizer-biontech	2021	917	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
johnmandrola__2021__01.txt	johnmandrola	Stop and Think	John Mandrola		A skeptical but not cynical view of scientific evidence	https://johnmandrola.substack.com/p/lessons-from-a-superb-clinical-trial	2021	1186	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
johnmandrola__2021__02.txt	johnmandrola	Stop and Think	John Mandrola		A skeptical but not cynical view of scientific evidence	https://johnmandrola.substack.com/p/cooling-after-cardiac-arrest-the	2021	1314	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
johnmandrola__2021__03.txt	johnmandrola	Stop and Think	John Mandrola		A skeptical but not cynical view of scientific evidence	https://johnmandrola.substack.com/p/the-case-against-watchman-for-stroke	2021	444	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
johnmandrola__2021__04.txt	johnmandrola	Stop and Think	John Mandrola		A skeptical but not cynical view of scientific evidence	https://johnmandrola.substack.com/p/why-i-write-about-covid-19	2021	1332	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
johnmandrola__2021__05.txt	johnmandrola	Stop and Think	John Mandrola		A skeptical but not cynical view of scientific evidence	https://johnmandrola.substack.com/p/lessons-from-the-acc-2021-meeting	2021	1080	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
johnmandrola__2021__06.txt	johnmandrola	Stop and Think	John Mandrola		A skeptical but not cynical view of scientific evidence	https://johnmandrola.substack.com/p/young-people-and-sars-cov-2-vaccination	2021	995	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
johnmandrola__2021__07.txt	johnmandrola	Stop and Think	John Mandrola		A skeptical but not cynical view of scientific evidence	https://johnmandrola.substack.com/p/what-it-means-to-be-a-medical-conservative	2021	1195	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
johnmandrola__2021__08.txt	johnmandrola	Stop and Think	John Mandrola		A skeptical but not cynical view of scientific evidence	https://johnmandrola.substack.com/p/evidence-isnt-everything	2021	1355	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
steady__2021__01.txt	steady	Steady	Dan Rather		Dan Rather's steady take on a complex and chaotic world.	https://steady.substack.com/p/to-life	2021	319	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
steady__2021__02.txt	steady	Steady	Dan Rather		Dan Rather's steady take on a complex and chaotic world.	https://steady.substack.com/p/forgotten-grievers	2021	1027	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
steady__2021__03.txt	steady	Steady	Dan Rather		Dan Rather's steady take on a complex and chaotic world.	https://steady.substack.com/p/a-jury-for-america	2021	1219	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
steady__2021__04.txt	steady	Steady	Dan Rather		Dan Rather's steady take on a complex and chaotic world.	https://steady.substack.com/p/where-are-you-going	2021	321	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
steady__2021__05.txt	steady	Steady	Dan Rather		Dan Rather's steady take on a complex and chaotic world.	https://steady.substack.com/p/my-childrens-book	2021	865	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
steady__2021__06.txt	steady	Steady	Dan Rather		Dan Rather's steady take on a complex and chaotic world.	https://steady.substack.com/p/as-long-as-the-candle-is-burning	2021	1422	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
steady__2021__07.txt	steady	Steady	Dan Rather		Dan Rather's steady take on a complex and chaotic world.	https://steady.substack.com/p/what-should-be-in-the-news	2021	381	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
steady__2021__08.txt	steady	Steady	Dan Rather		Dan Rather's steady take on a complex and chaotic world.	https://steady.substack.com/p/children-are-our-future	2021	1587	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
newdirectionsinmusic__2021__01.txt	newdirectionsinmusic	New Directions In Music	Marshall Bowden		If music is your best friend, always there for you, in the best times and the worst times, if you turn on some music to start your day, and if you brake for rai	https://newdirectionsinmusic.substack.com/p/ndim-12282021	2021	1566	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
newdirectionsinmusic__2021__02.txt	newdirectionsinmusic	New Directions In Music	Marshall Bowden		If music is your best friend, always there for you, in the best times and the worst times, if you turn on some music to start your day, and if you brake for rai	https://newdirectionsinmusic.substack.com/p/ndim-12022021	2021	1466	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
newdirectionsinmusic__2021__03.txt	newdirectionsinmusic	New Directions In Music	Marshall Bowden		If music is your best friend, always there for you, in the best times and the worst times, if you turn on some music to start your day, and if you brake for rai	https://newdirectionsinmusic.substack.com/p/ndim-11122021	2021	1312	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
newdirectionsinmusic__2021__04.txt	newdirectionsinmusic	New Directions In Music	Marshall Bowden		If music is your best friend, always there for you, in the best times and the worst times, if you turn on some music to start your day, and if you brake for rai	https://newdirectionsinmusic.substack.com/p/ndim-10262021	2021	1731	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
newdirectionsinmusic__2021__05.txt	newdirectionsinmusic	New Directions In Music	Marshall Bowden		If music is your best friend, always there for you, in the best times and the worst times, if you turn on some music to start your day, and if you brake for rai	https://newdirectionsinmusic.substack.com/p/ndim-10192021	2021	1099	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
newdirectionsinmusic__2021__06.txt	newdirectionsinmusic	New Directions In Music	Marshall Bowden		If music is your best friend, always there for you, in the best times and the worst times, if you turn on some music to start your day, and if you brake for rai	https://newdirectionsinmusic.substack.com/p/ndim-10012021	2021	1733	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
newdirectionsinmusic__2021__07.txt	newdirectionsinmusic	New Directions In Music	Marshall Bowden		If music is your best friend, always there for you, in the best times and the worst times, if you turn on some music to start your day, and if you brake for rai	https://newdirectionsinmusic.substack.com/p/ndim-09222021	2021	1605	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
newdirectionsinmusic__2021__08.txt	newdirectionsinmusic	New Directions In Music	Marshall Bowden		If music is your best friend, always there for you, in the best times and the worst times, if you turn on some music to start your day, and if you brake for rai	https://newdirectionsinmusic.substack.com/p/ndim-091521	2021	1941	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
joelfilliol__2021__01.txt	joelfilliol	Real Coaching	Joel Filliol		High performance principles from 30 years of coaching the world's best triathletes — without the noise.	https://joelfilliol.substack.com/p/joels-real-coaching-podcast-is-back-21-08-11	2021	676	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richroll__2021__01.txt	richroll	Rich Roll	Rich Roll		Author, Athlete & Host of The Rich Roll Podcast. I write about personal transformation & the pursuit of living more authentically and self-actualized.	https://richroll.substack.com/p/endurance-poet-tommy-rivs-rages-on-148	2021	442	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richroll__2021__02.txt	richroll	Rich Roll	Rich Roll		Author, Athlete & Host of The Rich Roll Podcast. I write about personal transformation & the pursuit of living more authentically and self-actualized.	https://richroll.substack.com/p/your-life-is-now-mike-posner-on-walking-20d	2021	338	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richroll__2021__03.txt	richroll	Rich Roll	Rich Roll		Author, Athlete & Host of The Rich Roll Podcast. I write about personal transformation & the pursuit of living more authentically and self-actualized.	https://richroll.substack.com/p/roll-on-fatherhood-face-off-and-the-522	2021	351	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richroll__2021__04.txt	richroll	Rich Roll	Rich Roll		Author, Athlete & Host of The Rich Roll Podcast. I write about personal transformation & the pursuit of living more authentically and self-actualized.	https://richroll.substack.com/p/simon-hill-on-proving-plant-based-599	2021	362	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richroll__2021__05.txt	richroll	Rich Roll	Rich Roll		Author, Athlete & Host of The Rich Roll Podcast. I write about personal transformation & the pursuit of living more authentically and self-actualized.	https://richroll.substack.com/p/julie-lythcott-haims-on-how-to-be-a05	2021	389	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richroll__2021__06.txt	richroll	Rich Roll	Rich Roll		Author, Athlete & Host of The Rich Roll Podcast. I write about personal transformation & the pursuit of living more authentically and self-actualized.	https://richroll.substack.com/p/roll-on-melding-passion-with-purpose-911	2021	311	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richroll__2021__07.txt	richroll	Rich Roll	Rich Roll		Author, Athlete & Host of The Rich Roll Podcast. I write about personal transformation & the pursuit of living more authentically and self-actualized.	https://richroll.substack.com/p/roll-on-the-plight-of-women-in-afghanistan-340	2021	396	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richroll__2021__08.txt	richroll	Rich Roll	Rich Roll		Author, Athlete & Host of The Rich Roll Podcast. I write about personal transformation & the pursuit of living more authentically and self-actualized.	https://richroll.substack.com/p/maggie-baird-is-the-worlds-coolest-a9e	2021	359	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
curtjaimungal__2021__01.txt	curtjaimungal	Curt Jaimungal	Curt Jaimungal		Exploring theoretical physics, consciousness, Ai, and God in a rigorous (and playful) manner.	https://curtjaimungal.substack.com/p/tom-delonge-inside-to-the-stars-academy-e45	2021	391	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
curtjaimungal__2021__02.txt	curtjaimungal	Curt Jaimungal	Curt Jaimungal		Exploring theoretical physics, consciousness, Ai, and God in a rigorous (and playful) manner.	https://curtjaimungal.substack.com/p/carlo-rovelli-time-is-an-illusion-c97	2021	434	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
curtjaimungal__2021__03.txt	curtjaimungal	Curt Jaimungal	Curt Jaimungal		Exploring theoretical physics, consciousness, Ai, and God in a rigorous (and playful) manner.	https://curtjaimungal.substack.com/p/curt-jaimungal-podcasting-ufos-consciousness-d94	2021	476	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
curtjaimungal__2021__04.txt	curtjaimungal	Curt Jaimungal	Curt Jaimungal		Exploring theoretical physics, consciousness, Ai, and God in a rigorous (and playful) manner.	https://curtjaimungal.substack.com/p/les-stroud-survivorman-on-bigfoot-06b	2021	435	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
curtjaimungal__2021__05.txt	curtjaimungal	Curt Jaimungal	Curt Jaimungal		Exploring theoretical physics, consciousness, Ai, and God in a rigorous (and playful) manner.	https://curtjaimungal.substack.com/p/leo-gura-infinite-consciousness-god-2d5	2021	404	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
curtjaimungal__2021__06.txt	curtjaimungal	Curt Jaimungal	Curt Jaimungal		Exploring theoretical physics, consciousness, Ai, and God in a rigorous (and playful) manner.	https://curtjaimungal.substack.com/p/richard-dolan-ufos-the-wilson-memo-147	2021	352	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
curtjaimungal__2021__07.txt	curtjaimungal	Curt Jaimungal	Curt Jaimungal		Exploring theoretical physics, consciousness, Ai, and God in a rigorous (and playful) manner.	https://curtjaimungal.substack.com/p/chris-langan-the-highest-iq-american-f40	2021	408	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
curtjaimungal__2021__08.txt	curtjaimungal	Curt Jaimungal	Curt Jaimungal		Exploring theoretical physics, consciousness, Ai, and God in a rigorous (and playful) manner.	https://curtjaimungal.substack.com/p/luis-elizondo-ufos-skinwalker-and-3b5	2021	417	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
constructionphysics__2021__01.txt	constructionphysics	Construction Physics	Brian Potter		Essays about buildings, infrastructure, and industrial technology.	https://www.construction-physics.com/p/how-to-design-a-house-to-last-1000-a85	2021	2925	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
constructionphysics__2021__02.txt	constructionphysics	Construction Physics	Brian Potter		Essays about buildings, infrastructure, and industrial technology.	https://www.construction-physics.com/p/how-to-design-a-house-to-last-1000	2021	2439	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
constructionphysics__2021__03.txt	constructionphysics	Construction Physics	Brian Potter		Essays about buildings, infrastructure, and industrial technology.	https://www.construction-physics.com/p/construction-ford-and-a-lever-to	2021	3308	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
constructionphysics__2021__04.txt	constructionphysics	Construction Physics	Brian Potter		Essays about buildings, infrastructure, and industrial technology.	https://www.construction-physics.com/p/japans-skyscraper-factories	2021	2818	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
constructionphysics__2021__05.txt	constructionphysics	Construction Physics	Brian Potter		Essays about buildings, infrastructure, and industrial technology.	https://www.construction-physics.com/p/measuring-construction-efficiency	2021	2674	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
constructionphysics__2021__06.txt	constructionphysics	Construction Physics	Brian Potter		Essays about buildings, infrastructure, and industrial technology.	https://www.construction-physics.com/p/sketch-of-a-theory-of-construction	2021	3358	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
constructionphysics__2021__07.txt	constructionphysics	Construction Physics	Brian Potter		Essays about buildings, infrastructure, and industrial technology.	https://www.construction-physics.com/p/mass-effects	2021	2562	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
constructionphysics__2021__08.txt	constructionphysics	Construction Physics	Brian Potter		Essays about buildings, infrastructure, and industrial technology.	https://www.construction-physics.com/p/design-bid-build-and-the-construction	2021	2733	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
arjunmurti__2021__01.txt	arjunmurti	Super-Spiked	Arjun Murti		Super-Spiked focuses on the mission of everyone on Earth someday becoming energy rich and what that would mean for corporate strategy and energy & environmental	https://arjunmurti.substack.com/p/dear-santa-all-i-want-for-christmas	2021	1622	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
